"STRUCTURE","STRUCTURE_ID","ACTION","FREQ","REF_AREA","INDICATOR","SEX","AGE","URBANISATION","UNIT_MEASURE","COMP_BREAKDOWN_1","COMP_BREAKDOWN_2","COMP_BREAKDOWN_3","TIME_PERIOD","OBS_VALUE","UNIT_TYPE","DECIMALS","DATABASE_ID","TIME_FORMAT","UNIT_MULT","OBS_STATUS","OBS_CONF","FREQ_LABEL","REF_AREA_LABEL","INDICATOR_LABEL","SEX_LABEL","AGE_LABEL","URBANISATION_LABEL","UNIT_MEASURE_LABEL","COMP_BREAKDOWN_1_LABEL","COMP_BREAKDOWN_2_LABEL","COMP_BREAKDOWN_3_LABEL","UNIT_TYPE_LABEL","DECIMALS_LABEL","DATABASE_ID_LABEL","TIME_FORMAT_LABEL","UNIT_MULT_LABEL","OBS_STATUS_LABEL","OBS_CONF_LABEL"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","71.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","72.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","26.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","67.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","52.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","50.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","70.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AFG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","123.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Afghanistan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","49.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","49.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","64.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","52.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","73.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","48.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","43.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","49.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ALB","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","46.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Albania","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","47.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","79.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","89.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","83.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","86.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","103.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","112.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","114.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DZA","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","105.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Algeria","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","58.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","76.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","70.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","73.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","82.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","84.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","80.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","94.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AGO","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","97.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Angola","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","37.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","25.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","30.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","40.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","25.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","46.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","38.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","52.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARG","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","56.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Argentina","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","33.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Armenia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ARM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","41.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Armenia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AUS","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","12.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Australia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AUS","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","8.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Australia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AUS","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","8.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Australia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AUS","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","11.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Australia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","45.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","50.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","52.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","58.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","42.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","78.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","81.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","44.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","AZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","23.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Azerbaijan","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","38.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","44.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","46.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","28.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","31.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","66.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","79.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","95.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Bangladesh","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
