"STRUCTURE","STRUCTURE_ID","ACTION","FREQ","REF_AREA","INDICATOR","SEX","AGE","URBANISATION","UNIT_MEASURE","COMP_BREAKDOWN_1","COMP_BREAKDOWN_2","COMP_BREAKDOWN_3","TIME_PERIOD","OBS_VALUE","UNIT_TYPE","DECIMALS","DATABASE_ID","TIME_FORMAT","UNIT_MULT","OBS_STATUS","OBS_CONF","FREQ_LABEL","REF_AREA_LABEL","INDICATOR_LABEL","SEX_LABEL","AGE_LABEL","URBANISATION_LABEL","UNIT_MEASURE_LABEL","COMP_BREAKDOWN_1_LABEL","COMP_BREAKDOWN_2_LABEL","COMP_BREAKDOWN_3_LABEL","UNIT_TYPE_LABEL","DECIMALS_LABEL","DATABASE_ID_LABEL","TIME_FORMAT_LABEL","UNIT_MULT_LABEL","OBS_STATUS_LABEL","OBS_CONF_LABEL"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COL","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","61.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Colombia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","97.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Comoros","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","115.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Comoros","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","117.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Comoros","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","119.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Comoros","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","30.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","39.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","48.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","41.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","35.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","36.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","40.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","27.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CRI","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","39.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Costa Rica","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CIV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","86.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Côte d’Ivoire","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CIV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","83.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Côte d’Ivoire","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CIV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","56.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Côte d’Ivoire","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CIV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","51.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Côte d’Ivoire","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","33.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","21.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","27.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","22.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","36.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","34.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","21.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","25.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HRV","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","24.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Croatia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","15.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","16.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","18.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","9.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","14.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","25.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","34.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","39.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CZE","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","35.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Czechia","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","82.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","83.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","78.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","69.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","82.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","85.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","71.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","COD","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","74.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Congo, Dem. Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","66.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","76.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","71.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","43.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","20.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","12.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","9.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","12.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Dominican Republic","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","44.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","46.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","67.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","70.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","44.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2017","51.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2019","76.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2021","61.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ECU","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2023","67.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Ecuador","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","EGY","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2006","54.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Egypt, Arab Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","EGY","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2008","43.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Egypt, Arab Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","EGY","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2010","44.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Egypt, Arab Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","EGY","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2012","82.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Egypt, Arab Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","EGY","IBP_OBS_RANK","_Z","_Z","_Z","RANK","_Z","_Z","_Z","2015","90.0","RANK","2","IBP_OBS","602","0","A","PU","Annual","Egypt, Arab Rep.","Open Budget Index Rank","Not applicable","Not applicable","Not applicable","Rank","Not Applicable","Not Applicable","Not Applicable","Rank","Two","Open Budget Survey","CCYY","Units","Normal value","Public"
